cod_ibge;ano;obitos menores de 1 Ano;obitos menores de 7 dias;obitos de 28 dias a 364 dias;obitos de 7 a 27 dias;nascidos vivos (por local de residência)
3534203;2005;0;0;0;0;74
3534302;2005;3;2;0;1;574
3534401;2005;184;81;60;43;11390
3534500;2005;0;0;0;0;15
3534609;2005;6;4;2;0;350
3534708;2005;13;6;5;2;1550
3534757;2005;1;1;0;0;87
3534807;2005;4;1;3;0;117
3534906;2005;1;0;1;0;135
3535002;2005;1;1;0;0;104
3535101;2005;3;2;1;0;155
3535200;2005;1;0;0;1;105
3535309;2005;4;1;2;1;253
3535408;2005;5;2;2;1;240
3535507;2005;10;7;1;2;600
3535606;2005;4;1;2;1;249
3535705;2005;0;0;0;0;67
3535804;2005;7;4;3;0;299
3535903;2005;1;0;0;1;57
3536000;2005;1;0;1;0;119
3536109;2005;1;0;1;0;76
3536208;2005;4;2;2;0;329
3536257;2005;0;0;0;0;23
3536307;2005;2;0;2;0;195
3536406;2005;0;0;0;0;64
3536505;2005;8;4;4;0;1157
3536570;2005;0;0;0;0;22
3536604;2005;1;1;0;0;140
3536703;2005;8;5;0;3;564
3536802;2005;6;3;2;1;76
3536901;2005;0;0;0;0;37
3537008;2005;0;0;0;0;244
3537107;2005;6;2;3;1;517
3537156;2005;0;0;0;0;47
3537206;2005;5;1;3;1;213
3537305;2005;19;10;5;4;745
3537404;2005;7;3;1;3;303
3537503;2005;2;1;1;0;104
3537602;2005;23;11;6;6;1131
3537701;2005;3;1;0;2;62
3537800;2005;7;4;2;1;699
3537909;2005;5;4;1;0;476
3538006;2005;28;12;6;10;2086
3538105;2005;3;2;0;1;197
3538204;2005;2;0;1;1;141
3538303;2005;0;0;0;0;56
3538501;2005;6;3;2;1;198
3538600;2005;7;6;1;0;378
3538709;2005;60;27;18;15;5082
3538808;2005;6;2;3;1;439
3538907;2005;4;1;2;1;221
3539004;2005;0;0;0;0;119
3539103;2005;3;2;0;1;257
3539202;2005;5;3;1;1;315
3539301;2005;10;5;4;1;884
3539400;2005;2;1;1;0;144
3539509;2005;6;2;4;0;638
3539608;2005;0;0;0;0;59
3539707;2005;2;2;0;0;50
3539806;2005;28;20;5;3;1782
3539905;2005;1;1;0;0;52
3540002;2005;5;1;3;1;248
3540101;2005;0;0;0;0;45
3540200;2005;5;3;1;1;743
3540259;2005;2;1;0;1;57
3540309;2005;1;0;1;0;24
3540408;2005;0;0;0;0;52
3540507;2005;1;0;0;1;95
3540606;2005;8;4;2;2;644
3540705;2005;12;6;5;1;731
3540754;2005;2;0;1;1;238
3540804;2005;1;1;0;0;144
3540853;2005;2;1;0;1;28
3540903;2005;3;2;0;1;243
3541000;2005;72;31;26;15;3748
3541059;2005;1;0;1;0;55
3541109;2005;0;0;0;0;45
3541208;2005;4;2;2;0;162
3541307;2005;8;7;0;1;600
3541406;2005;40;26;9;5;2759
3541505;2005;9;6;2;1;505
3541604;2005;6;3;2;1;526
3541653;2005;0;0;0;0;37
3541703;2005;1;0;0;1;177
3541802;2005;1;1;0;0;44
3541901;2005;8;6;1;1;161
3542008;2005;0;0;0;0;83
3542107;2005;2;1;1;0;124
3542206;2005;10;5;3;2;403
3542305;2005;1;1;0;0;55
3542404;2005;0;0;0;0;219
3542503;2005;1;1;0;0;55
3542602;2005;11;11;0;0;922
3542701;2005;2;1;1;0;118
3542800;2005;6;4;1;1;75
3542909;2005;6;4;2;0;196
3543006;2005;4;3;1;0;408
3543105;2005;1;1;0;0;63
3543204;2005;1;0;1;0;51
3543238;2005;0;0;0;0;31
3543253;2005;2;1;1;0;151
3543303;2005;25;14;5;6;1676
3543402;2005;84;49;19;16;7703
3543501;2005;3;1;1;1;81
3543600;2005;1;0;0;1;42
3543709;2005;3;1;1;1;143
3543808;2005;0;0;0;0;115
3543907;2005;22;11;8;3;2344
3544004;2005;7;3;3;1;421
3544103;2005;12;3;7;2;684
3544202;2005;0;0;0;0;137
3544251;2005;3;3;0;0;338
3544301;2005;3;2;1;0;131
3544400;2005;1;1;0;0;39
3544509;2005;1;1;0;0;23
3544608;2005;1;1;0;0;86
3544707;2005;0;0;0;0;27
3544806;2005;0;0;0;0;53
3544905;2005;1;0;1;0;145
3545001;2005;4;1;3;0;278
3545100;2005;1;0;0;1;65
3545159;2005;0;0;0;0;67
3545209;2005;14;10;2;2;1451
3545308;2005;5;3;2;0;558
3545407;2005;1;1;0;0;128
3545506;2005;1;1;0;0;48
3545605;2005;3;1;2;0;188
3545704;2005;0;0;0;0;54
3545803;2005;27;14;8;5;2304
3546009;2005;5;4;1;0;167
3546108;2005;1;0;1;0;22
3546207;2005;0;0;0;0;40
3546256;2005;0;0;0;0;20
3546306;2005;12;7;5;0;471
3546405;2005;7;3;3;1;670
3546504;2005;3;3;0;0;88
3546603;2005;3;1;2;0;340
3546702;2005;2;2;0;0;305
3546801;2005;12;7;1;4;812
3546900;2005;2;1;0;1;105
3547007;2005;0;0;0;0;79
3547106;2005;0;0;0;0;48
3547205;2005;1;0;0;1;16
3547304;2005;16;7;5;4;1539
3547403;2005;0;0;0;0;19
3547502;2005;4;3;1;0;299
3547601;2005;7;3;2;2;287
3547650;2005;0;0;0;0;17
3547700;2005;4;1;3;0;288
3547809;2005;86;37;29;20;9250
3547908;2005;0;0;0;0;76
3548005;2005;2;1;0;1;276
3548054;2005;4;0;2;2;87
3548104;2005;1;0;0;1;81
3548203;2005;0;0;0;0;99
3548302;2005;0;0;0;0;50
3548401;2005;2;1;0;1;67
3548500;2005;81;31;20;30;5589
3548609;2005;4;3;0;1;129
3548708;2005;142;57;55;30;11380
3548807;2005;13;9;3;1;1753
3548906;2005;27;14;9;4;2778
3549003;2005;0;0;0;0;38
3549102;2005;10;6;2;2;1009
3549201;2005;1;1;0;0;32
3549250;2005;0;0;0;0;14
3549300;2005;0;0;0;0;22
3549409;2005;13;6;5;2;681
3549508;2005;3;1;2;0;139
3549607;2005;0;0;0;0;50
3549706;2005;13;7;2;4;648
3549805;2005;49;27;16;6;4817
3549904;2005;102;61;26;15;8957
3549953;2005;4;0;3;1;191
3550001;2005;2;2;0;0;147
3550100;2005;6;4;1;1;539
3550209;2005;11;6;4;1;516
3550308;2005;2306;1033;786;487;179256
3550407;2005;3;3;0;0;394
3550506;2005;0;0;0;0;105
3550605;2005;17;12;1;4;1094
3550704;2005;23;9;9;5;1298
3550803;2005;3;0;3;0;156
3550902;2005;4;2;2;0;209
3551009;2005;123;43;43;37;5156
3551108;2005;2;2;0;0;123
3551207;2005;1;1;0;0;47
3551306;2005;0;0;0;0;29
3551405;2005;2;0;1;1;130
3551504;2005;11;6;4;1;694
3551603;2005;2;0;1;1;352
3551702;2005;12;6;5;1;1444
3551801;2005;1;0;1;0;241
3551900;2005;3;2;1;0;224
3552007;2005;0;0;0;0;98
3552106;2005;8;5;3;0;450
3552205;2005;108;50;28;30;7891
3552304;2005;2;0;2;0;102
3552403;2005;36;22;9;5;3440
3552502;2005;64;35;16;13;4601
3552551;2005;1;1;0;0;33
3552601;2005;1;0;1;0;131
3552700;2005;3;2;0;1;214
3552809;2005;67;37;19;11;4710
3552908;2005;2;0;1;1;69
3553005;2005;0;0;0;0;158
3553104;2005;0;0;0;0;80
3553203;2005;1;1;0;0;53
3553302;2005;3;2;0;1;313
3553401;2005;4;1;2;1;251
3553500;2005;2;0;2;0;159
3553609;2005;2;1;1;0;154
3553658;2005;2;2;0;0;47
3553708;2005;12;7;2;3;791
3553807;2005;4;2;2;0;357
3553856;2005;3;1;1;1;98
3553906;2005;1;1;0;0;112
3553955;2005;4;2;2;0;182
3554003;2005;27;12;9;6;1654
3554102;2005;61;30;14;17;4015
3554201;2005;3;0;0;3;94
3554300;2005;4;3;1;0;312
3554409;2005;0;0;0;0;120
3554508;2005;4;2;0;2;494
3554607;2005;0;0;0;0;34
3554656;2005;1;0;1;0;33
3554706;2005;0;0;0;0;102
3554755;2005;0;0;0;0;17
3554805;2005;15;10;3;2;457
3554904;2005;0;0;0;0;36
3554953;2005;0;0;0;0;61
3555000;2005;18;6;8;4;819
3555109;2005;3;2;0;1;102
3555208;2005;0;0;0;0;22
3555307;2005;0;0;0;0;23
3555356;2005;2;1;0;1;77
3555406;2005;22;14;7;1;1345
3555505;2005;0;0;0;0;68
3555604;2005;2;1;1;0;102
3555703;2005;0;0;0;0;15
3555802;2005;1;0;1;0;92
3555901;2005;0;0;0;0;9
3556008;2005;5;4;1;0;135
3556107;2005;0;0;0;0;138
3556206;2005;5;3;2;0;1183
3556305;2005;6;4;0;2;254
3556354;2005;0;0;0;0;74
3556404;2005;13;10;2;1;604
3556453;2005;10;3;3;4;738
3556503;2005;16;8;5;3;1642
3556602;2005;1;1;0;0;125
3556701;2005;5;4;1;0;783
3556800;2005;1;1;0;0;246
3556909;2005;1;1;0;0;97
3556958;2005;0;0;0;0;19
3557006;2005;22;9;9;4;1707
3557105;2005;7;3;4;0;916
3557154;2005;1;1;0;0;18
3557204;2005;4;1;2;1;180
3557303;2005;1;1;0;0;119
3500000;2004;11;10;0;1;538
3500105;2004;8;4;3;1;414
3500204;2004;1;0;0;1;35
3500303;2004;11;8;3;0;469
3500402;2004;0;0;0;0;61
3500501;2004;6;3;2;1;247
3500550;2004;1;1;0;0;78
3500600;2004;0;0;0;0;23
3500709;2004;6;4;2;0;485
3500758;2004;2;0;2;0;51
3500808;2004;0;0;0;0;26
3500907;2004;1;0;0;1;55
3501004;2004;2;1;0;1;233
3501103;2004;1;0;0;1;49
3501152;2004;6;4;2;0;311
3501202;2004;2;1;0;1;32
3501301;2004;4;2;2;0;414
3501400;2004;0;0;0;0;55
3501509;2004;1;1;0;0;48
3501608;2004;28;16;3;9;2616
3501707;2004;14;9;3;2;523
3501806;2004;1;1;0;0;51
3501905;2004;14;9;4;1;812
3502002;2004;0;0;0;0;52
3502101;2004;14;7;5;2;695
3502200;2004;4;2;1;1;351
3502309;2004;0;0;0;0;75
3502408;2004;1;0;1;0;41
3502507;2004;11;8;2;1;495
3502606;2004;0;0;0;0;43
3502705;2004;6;4;2;0;432
3502754;2004;3;2;0;1;297
3502804;2004;32;12;14;6;2118
3502903;2004;2;2;0;0;364
3503000;2004;0;0;0;0;44
3503109;2004;0;0;0;0;109
3503158;2004;0;0;0;0;29
3503208;2004;22;15;4;3;2429
3503307;2004;14;6;6;2;1478
3503356;2004;0;0;0;0;17
3503406;2004;4;3;0;1;92
3503505;2004;2;1;1;0;61
3503604;2004;0;0;0;0;190
3503703;2004;0;0;0;0;102
3503802;2004;9;7;1;1;597
3503901;2004;20;11;4;5;1282
3503950;2004;0;0;0;0;17
3504008;2004;13;9;3;1;1169
3504107;2004;34;20;9;5;1941
3504206;2004;2;2;0;0;197
3504305;2004;3;1;1;1;68
3504404;2004;3;2;1;0;122
3504503;2004;20;13;4;3;1213
3504602;2004;2;1;1;0;188
3504701;2004;1;1;0;0;13
3504800;2004;2;2;0;0;81
3504909;2004;1;1;0;0;151
3505005;2004;0;0;0;0;49
3505104;2004;0;0;0;0;102
3505203;2004;6;5;0;1;375
3505302;2004;4;3;0;1;401
3505351;2004;2;1;1;0;107
3505401;2004;4;2;2;0;153
3505500;2004;19;13;2;4;1422
3505609;2004;3;0;3;0;506
3505708;2004;57;25;15;17;5282
3505807;2004;4;2;1;1;357
3505906;2004;7;5;2;0;785
3506003;2004;47;24;15;8;4851
3506102;2004;10;5;4;1;961
3506201;2004;0;0;0;0;34
3506300;2004;2;1;1;0;147
3506359;2004;21;11;6;4;930
3506409;2004;0;0;0;0;86
3506508;2004;20;10;4;6;1300
3506607;2004;8;1;3;4;406
3506706;2004;4;2;2;0;234
3506805;2004;2;1;0;1;159
3506904;2004;3;2;0;1;143
3507001;2004;12;6;3;3;602
3507100;2004;7;4;2;1;273
3507159;2004;2;1;1;0;71
3507209;2004;0;0;0;0;11
3507308;2004;0;0;0;0;56
3507407;2004;2;0;2;0;221
3507456;2004;0;0;0;0;32
3507506;2004;25;13;5;7;1667
3507605;2004;30;10;13;7;2030
3507704;2004;1;0;0;1;61
3507753;2004;0;0;0;0;33
3507803;2004;5;0;5;0;281
3507902;2004;6;5;1;0;342
3508009;2004;9;3;3;3;401
3508108;2004;1;0;1;0;158
3508207;2004;0;0;0;0;60
3508306;2004;1;1;0;0;69
3508405;2004;9;3;5;1;687
3508504;2004;20;9;8;3;1247
3508603;2004;8;6;0;2;404
3508702;2004;3;1;2;0;271
3508801;2004;1;1;0;0;226
3508900;2004;1;1;0;0;50
3509007;2004;21;13;2;6;1291
3509106;2004;0;0;0;0;61
3509205;2004;16;8;5;3;1181
3509254;2004;10;6;3;1;648
3509304;2004;1;1;0;0;110
3509403;2004;6;3;1;2;353
3509452;2004;2;1;1;0;89
3509502;2004;159;78;54;27;14227
3509601;2004;14;7;4;3;1140
3509700;2004;20;10;7;3;945
3509809;2004;1;0;0;1;78
3509908;2004;2;1;1;0;214
3509957;2004;1;1;0;0;70
3510005;2004;3;1;1;1;381
3510104;2004;1;0;1;0;31
3510153;2004;1;1;0;0;94
3510203;2004;13;8;4;1;924
3510302;2004;3;2;1;0;290
3510401;2004;10;6;2;2;734
3510500;2004;30;17;11;2;1486
3510609;2004;94;37;37;20;6831
3510708;2004;3;3;0;0;151
3510807;2004;7;4;3;0;377
3510906;2004;0;0;0;0;27
3511003;2004;7;5;0;2;252
3511102;2004;26;12;8;6;1369
3511201;2004;0;0;0;0;113
3511300;2004;0;0;0;0;100
3511409;2004;3;1;1;1;249
3511508;2004;4;2;1;1;419
3511607;2004;2;1;1;0;202
3511706;2004;2;2;0;0;199
3511904;2004;0;0;0;0;75
3512001;2004;2;1;1;0;261
3512100;2004;2;2;0;0;109
3512209;2004;7;6;1;0;437
3512308;2004;5;3;2;0;302
3512407;2004;2;1;1;0;245
3512506;2004;0;0;0;0;43
3512605;2004;0;0;0;0;61
3512704;2004;1;0;1;0;41
3512803;2004;7;4;1;2;822
3512902;2004;0;0;0;0;76
3513009;2004;53;24;20;9;3356
3513108;2004;9;3;3;3;443
3513207;2004;4;4;0;0;106
3513306;2004;0;0;0;0;25
3513405;2004;23;14;8;1;1122
3513504;2004;42;21;13;8;2102
3513603;2004;5;1;4;0;330
3513702;2004;4;3;0;1;387
3513801;2004;108;52;30;26;7207
3513850;2004;0;0;0;0;11
3513900;2004;2;1;1;0;145
3514007;2004;3;2;0;1;102
3514106;2004;5;4;1;0;360
3514205;2004;0;0;0;0;33
3514304;2004;1;1;0;0;108
3514403;2004;7;6;0;1;507
3514502;2004;6;3;1;2;174
3514601;2004;4;2;1;1;76
3514700;2004;1;0;0;1;78
3514809;2004;2;1;0;1;272
3514908;2004;3;1;0;2;225
3514924;2004;0;0;0;0;37
3514957;2004;0;0;0;0;40
3515004;2004;62;22;26;14;4611
3515103;2004;8;2;6;0;1027
3515129;2004;0;0;0;0;35
3515152;2004;2;1;1;0;176
3515186;2004;9;6;2;1;545
3515194;2004;2;2;0;0;76
3515202;2004;4;2;1;1;96
3515301;2004;0;0;0;0;26
3515350;2004;4;2;1;1;153
3515400;2004;3;0;1;2;212
3515509;2004;8;7;1;0;759
3515608;2004;2;0;2;0;64
3515657;2004;0;0;0;0;25
3515707;2004;58;27;15;16;2957
3515806;2004;1;1;0;0;31
3515905;2004;0;0;0;0;26
3516002;2004;1;1;0;0;137
3516101;2004;2;2;0;0;45
3516200;2004;76;40;20;16;4950
3516309;2004;58;24;17;17;2885
3516408;2004;36;19;10;7;2180
3516507;2004;1;1;0;0;32
3516606;2004;1;0;0;1;81
3516705;2004;8;5;3;0;602
3516804;2004;1;1;0;0;66
3516853;2004;1;0;0;1;65
3516903;2004;4;2;1;1;103
3517000;2004;2;0;2;0;137
3517109;2004;2;2;0;0;62
3517208;2004;4;2;0;2;139
3517307;2004;1;0;1;0;101
3517406;2004;7;5;0;2;548
3517505;2004;4;1;2;1;180
3517604;2004;7;4;3;0;396
3517703;2004;4;1;2;1;343
3517802;2004;1;1;0;0;105
3517901;2004;0;0;0;0;126
3518008;2004;0;0;0;0;24
3518107;2004;0;0;0;0;106
3518206;2004;10;8;1;1;386
3518305;2004;6;4;2;0;427
3518404;2004;24;16;5;3;1658
3518503;2004;3;1;1;1;148
3518602;2004;5;4;1;0;554
3518701;2004;88;40;26;22;5038
3518800;2004;354;164;127;63;21399
3518859;2004;0;0;0;0;85
3518909;2004;1;1;0;0;67
3519006;2004;2;2;0;0;142
3519055;2004;1;1;0;0;188
3519071;2004;35;17;13;5;2654
3519105;2004;0;0;0;0;97
3519204;2004;0;0;0;0;70
3519253;2004;1;1;0;0;61
3519303;2004;3;2;0;1;499
3519402;2004;1;1;0;0;140
3519501;2004;3;1;1;1;92
3519600;2004;7;3;1;3;627
3519709;2004;29;15;10;4;1267
3519808;2004;4;1;2;1;114
3519907;2004;1;1;0;0;83
3520004;2004;5;4;1;0;343
3520103;2004;10;7;2;1;423
3520202;2004;2;2;0;0;155
3520301;2004;5;2;1;2;529
3520400;2004;4;1;2;1;481
3520426;2004;1;1;0;0;109
3520442;2004;1;0;1;0;305
3520509;2004;43;18;12;13;2703
3520608;2004;1;1;0;0;56
3520707;2004;0;0;0;0;30
3520806;2004;0;0;0;0;42
3520905;2004;3;2;0;1;209
3521002;2004;3;1;1;1;323
3521101;2004;0;0;0;0;71
3521150;2004;1;0;1;0;44
3521200;2004;0;0;0;0;74
3521309;2004;2;0;2;0;274
3521408;2004;4;2;1;1;275
3521507;2004;5;2;2;1;72
3521606;2004;2;2;0;0;73
3521705;2004;2;1;1;0;259
3521804;2004;8;5;3;0;376
3521903;2004;1;1;0;0;148
3522000;2004;0;0;0;0;35
3522109;2004;16;8;7;1;1400
3522158;2004;2;0;1;1;61
3522208;2004;37;21;10;6;3067
3522307;2004;44;27;15;2;2391
3522406;2004;60;25;24;11;1693
3522505;2004;36;13;18;5;3697
3522604;2004;9;5;2;2;829
3522653;2004;0;0;0;0;96
3522703;2004;6;2;3;1;520
3522802;2004;6;2;2;2;227
3522901;2004;1;1;0;0;157
3523008;2004;1;1;0;0;57
3523107;2004;109;49;39;21;5564
3523206;2004;19;11;7;1;855
3523305;2004;5;4;0;1;208
3523404;2004;18;5;10;3;1292
3523503;2004;8;4;4;0;337
3523602;2004;2;2;0;0;172
3523701;2004;1;1;0;0;86
3523800;2004;2;1;1;0;94
3523909;2004;17;12;4;1;2393
3524006;2004;8;6;2;0;547
3524105;2004;7;3;1;3;550
3524204;2004;2;0;1;1;102
3524303;2004;11;9;0;2;959
3524402;2004;41;20;11;10;3220
3524501;2004;0;0;0;0;59
3524600;2004;4;2;0;2;326
3524709;2004;8;7;1;0;580
3524808;2004;5;2;2;1;564
3524907;2004;1;1;0;0;52
3525003;2004;33;16;13;4;1859
3525102;2004;8;5;3;0;525
3525201;2004;2;1;1;0;310
3525300;2004;22;12;6;4;1665
3525409;2004;0;0;0;0;44
3525508;2004;2;2;0;0;161
3525607;2004;1;1;0;0;53
3525706;2004;3;0;2;1;421
3525805;2004;2;2;0;0;70
3525854;2004;0;0;0;0;37
3525904;2004;61;32;19;10;4915
3526001;2004;3;1;1;1;209
3526100;2004;9;6;2;1;403
3526209;2004;11;6;5;0;586
3526308;2004;1;1;0;0;58
3526407;2004;3;1;1;1;359
3526506;2004;1;0;1;0;49
3526605;2004;3;3;0;0;108
3526704;2004;26;18;5;3;1398
3526803;2004;10;4;3;3;922
3526902;2004;36;14;19;3;3826
3527009;2004;4;4;0;0;84
3527108;2004;12;4;2;6;865
3527207;2004;25;19;4;2;1330
3527256;2004;1;1;0;0;23
3527306;2004;5;4;1;0;486
3527405;2004;1;0;1;0;269
3527504;2004;0;0;0;0;42
3527603;2004;1;1;0;0;164
3527702;2004;3;1;2;0;67
3527801;2004;0;0;0;0;56
3527900;2004;0;0;0;0;49
3528007;2004;6;3;1;2;259
3528106;2004;0;0;0;0;59
3528205;2004;1;0;0;1;37
3528304;2004;0;0;0;0;42
3528403;2004;7;4;2;1;683
3528502;2004;10;5;3;2;1169
3528601;2004;2;1;1;0;129
3528700;2004;0;0;0;0;47
3528809;2004;2;1;0;1;197
3528858;2004;0;0;0;0;37
3528908;2004;0;0;0;0;45
3529005;2004;47;26;12;9;2790
3529104;2004;0;0;0;0;27
3529203;2004;4;2;1;1;283
3529302;2004;15;10;2;3;1135
3529401;2004;96;57;24;15;6654
3529500;2004;0;0;0;0;24
3529609;2004;0;0;0;0;34
3529658;2004;0;0;0;0;15
3529708;2004;4;0;1;3;304
3529807;2004;4;1;3;0;176
3529906;2004;6;5;1;0;467
3530003;2004;0;0;0;0;31
3530102;2004;4;3;1;0;339
3530201;2004;1;0;1;0;184
3530300;2004;6;2;3;1;658
3530409;2004;1;1;0;0;49
3530508;2004;9;3;4;2;959
3530607;2004;114;50;35;29;6171
3530706;2004;25;15;8;2;1810
3530805;2004;19;10;6;3;1145
3530904;2004;1;1;0;0;51
3531001;2004;0;0;0;0;16
3531100;2004;21;12;7;2;647
3531209;2004;1;0;1;0;81
3531308;2004;11;6;1;4;543
3531407;2004;4;1;2;1;205
3531506;2004;4;2;2;0;303
3531605;2004;1;0;1;0;36
3531704;2004;1;1;0;0;49
3531803;2004;11;7;3;1;696
3531902;2004;8;5;2;1;458
3532009;2004;4;2;2;0;165
3532058;2004;2;0;1;1;59
3532108;2004;0;0;0;0;25
3532157;2004;1;1;0;0;41
3532207;2004;0;0;0;0;59
3532306;2004;0;0;0;0;68
3532405;2004;5;3;2;0;205
3532504;2004;1;0;1;0;83
3532603;2004;2;0;1;1;96
3532702;2004;3;2;1;0;36
3532801;2004;1;0;1;0;58
3532827;2004;1;1;0;0;161
3532843;2004;0;0;0;0;18
3532868;2004;0;0;0;0;8
3532900;2004;1;1;0;0;128
3533007;2004;4;4;0;0;226
3533106;2004;0;0;0;0;23
3533205;2004;0;0;0;0;22
3533254;2004;1;1;0;0;60
3533304;2004;0;0;0;0;47
3533403;2004;4;2;0;2;619
3533502;2004;5;4;0;1;485
3533601;2004;0;0;0;0;77
3533700;2004;1;0;1;0;65
3533809;2004;0;0;0;0;35
3533908;2004;9;5;4;0;631
3534005;2004;1;0;1;0;49
3534104;2004;0;0;0;0;71
3534203;2004;1;1;0;0;75
3534302;2004;5;1;3;1;578
3534401;2004;174;89;55;30;11752
3534500;2004;0;0;0;0;19
3534609;2004;2;1;0;1;352
3534708;2004;24;12;7;5;1549
3534757;2004;2;0;2;0;103
3534807;2004;2;1;1;0;101
3534906;2004;0;0;0;0;129
3535002;2004;6;4;2;0;102
3535101;2004;4;2;2;0;158
3535200;2004;1;0;1;0;123
3535309;2004;2;1;1;0;246
3535408;2004;3;2;1;0;227
3535507;2004;11;5;5;1;579
3535606;2004;2;2;0;0;244
3535705;2004;1;0;1;0;63
3535804;2004;5;3;2;0;303
3535903;2004;0;0;0;0;49
3536000;2004;2;2;0;0;91
3536109;2004;2;2;0;0;84
3536208;2004;6;5;1;0;348
3536257;2004;0;0;0;0;23
3536307;2004;5;4;0;1;197
3536406;2004;1;1;0;0;57
3536505;2004;14;8;6;0;1142
3536570;2004;0;0;0;0;16
3536604;2004;1;0;1;0;132
3536703;2004;7;5;2;0;572
3536802;2004;1;0;1;0;64
3536901;2004;0;0;0;0;21
3537008;2004;7;2;3;2;234
3537107;2004;8;5;3;0;545
3537156;2004;1;1;0;0;28
3537206;2004;1;1;0;0;169
3537305;2004;14;6;4;4;799
3537404;2004;3;0;2;1;314
3537503;2004;1;0;0;1;81
3537602;2004;30;18;7;5;1199
3537701;2004;1;1;0;0;71
3537800;2004;13;8;2;3;737
3537909;2004;4;3;1;0;488
3538006;2004;36;20;7;9;2265
3538105;2004;3;2;1;0;160
3538204;2004;0;0;0;0;133
3538303;2004;0;0;0;0;37
3538501;2004;5;4;1;0;185
3538600;2004;6;3;2;1;381
3538709;2004;81;42;25;14;5222
3538808;2004;4;3;0;1;418
3538907;2004;1;0;1;0;260
3539004;2004;1;0;0;1;100
3539103;2004;5;2;2;1;249
3539202;2004;4;2;2;0;294
3539301;2004;12;8;3;1;901
3539400;2004;1;1;0;0;151
3539509;2004;10;7;3;0;638
3539608;2004;0;0;0;0;59
3539707;2004;0;0;0;0;56
3539806;2004;21;9;7;5;1789
3539905;2004;0;0;0;0;62
3540002;2004;3;2;1;0;257
3540101;2004;2;2;0;0;32
3540200;2004;17;10;7;0;676
3540259;2004;0;0;0;0;56
3540309;2004;0;0;0;0;28
3540408;2004;1;1;0;0;52
3540507;2004;1;0;1;0;113
3540606;2004;9;3;4;2;647
3540705;2004;9;5;3;1;794
3540754;2004;5;3;2;0;240
3540804;2004;4;3;1;0;165
3540853;2004;1;0;1;0;26
3540903;2004;3;0;0;3;257
3541000;2004;66;27;25;14;3714
3541059;2004;1;0;0;1;91
3541109;2004;0;0;0;0;42
3541208;2004;3;1;1;1;151
3541307;2004;14;9;2;3;666
3541406;2004;41;20;9;12;2709
3541505;2004;5;4;1;0;456
3541604;2004;6;3;2;1;548
3541653;2004;0;0;0;0;32
3541703;2004;6;3;3;0;141
3541802;2004;1;1;0;0;44
3541901;2004;7;4;2;1;184
3542008;2004;3;3;0;0;82
3542107;2004;3;3;0;0;120
3542206;2004;4;3;0;1;460
3542305;2004;1;1;0;0;56
3542404;2004;5;3;1;1;261
3542503;2004;0;0;0;0;69
3542602;2004;16;9;5;2;956
3542701;2004;2;1;1;0;94
3542800;2004;2;0;1;1;72
3542909;2004;0;0;0;0;172
3543006;2004;6;2;3;1;396
3543105;2004;2;1;1;0;69
3543204;2004;0;0;0;0;67
3543238;2004;0;0;0;0;26
3543253;2004;3;0;3;0;110
3543303;2004;29;14;11;4;1667
3543402;2004;69;39;19;11;7872
3543501;2004;2;1;1;0;105
3543600;2004;1;0;0;1;37
3543709;2004;1;0;1;0;177
3543808;2004;2;0;1;1;114
3543907;2004;27;15;8;4;2295
3544004;2004;7;5;2;0;378
3544103;2004;10;6;2;2;707
3544202;2004;2;2;0;0;114
3544251;2004;9;7;2;0;303
3544301;2004;3;3;0;0;141
3544400;2004;0;0;0;0;20
3544509;2004;0;0;0;0;15
3544608;2004;0;0;0;0;54
3544707;2004;1;1;0;0;28
3544806;2004;3;1;2;0;62
3544905;2004;2;2;0;0;131
3545001;2004;1;1;0;0;276
3545100;2004;0;0;0;0;58
3545159;2004;1;1;0;0;64
3545209;2004;18;5;9;4;1426
3545308;2004;5;2;1;2;604
3545407;2004;0;0;0;0;138
3545506;2004;1;0;0;1;56
3545605;2004;3;2;1;0;210
3545704;2004;1;0;1;0;61
3545803;2004;37;20;10;7;2352
3546009;2004;4;2;1;1;222
3546108;2004;1;1;0;0;29
3546207;2004;0;0;0;0;35
3546256;2004;1;0;1;0;27
3546306;2004;6;5;1;0;472
3546405;2004;6;4;2;0;612
3546504;2004;2;2;0;0;76
3546603;2004;2;0;0;2;329
3546702;2004;4;2;2;0;317
3546801;2004;20;8;6;6;845
3546900;2004;1;0;1;0;124
3547007;2004;1;1;0;0;80
3547106;2004;0;0;0;0;30
3547205;2004;0;0;0;0;12
3547304;2004;4;2;2;0;1488
3547403;2004;0;0;0;0;22
3547502;2004;5;1;3;1;298
3547601;2004;2;0;2;0;302
3547650;2004;0;0;0;0;12
3547700;2004;1;0;1;0;256
3547809;2004;123;61;40;22;9184
3547908;2004;0;0;0;0;74
3548005;2004;6;3;1;2;294
3548054;2004;0;0;0;0;67
3548104;2004;0;0;0;0;68
3548203;2004;4;2;2;0;94
3548302;2004;0;0;0;0;34
3548401;2004;1;0;1;0;45
3548500;2004;89;32;29;28;5745
3548609;2004;0;0;0;0;115
3548708;2004;139;57;51;31;11487
3548807;2004;14;5;4;5;1691
3548906;2004;30;19;8;3;2814
3549003;2004;0;0;0;0;27
3549102;2004;19;11;3;5;1053
3549201;2004;0;0;0;0;24
